,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
1618,1,7000,360,0,Super Area,Bangalore,Unfurnished,1
1619,2,12000,800,2,Super Area,Bangalore,Unfurnished,2
1620,4,100000,3700,18,Carpet Area,Bangalore,Semi-Furnished,5
1621,2,12000,1200,1,Super Area,Bangalore,Unfurnished,2
1622,1,8500,480,2,Super Area,Bangalore,Furnished,1
1623,2,18000,1000,0,Super Area,Bangalore,Semi-Furnished,2
1624,1,11000,800,0,Super Area,Bangalore,Semi-Furnished,1
1625,3,18000,900,2,Super Area,Bangalore,Furnished,2
1626,3,17000,1450,0,Super Area,Bangalore,Semi-Furnished,3
1627,1,6500,400,0,Super Area,Bangalore,Unfurnished,1
1628,2,11500,700,1,Super Area,Bangalore,Semi-Furnished,2
1629,2,22000,1000,2,Carpet Area,Bangalore,Semi-Furnished,2
1630,1,13000,450,3,Carpet Area,Bangalore,Furnished,1
1631,3,20000,773,2,Carpet Area,Bangalore,Semi-Furnished,2
1632,2,10000,1200,1,Super Area,Bangalore,Semi-Furnished,2
1633,2,15000,1000,2,Super Area,Bangalore,Unfurnished,2
1634,1,8000,150,2,Super Area,Bangalore,Unfurnished,1
1635,2,12000,865,1,Super Area,Bangalore,Semi-Furnished,2
1636,1,20000,600,1,Super Area,Bangalore,Semi-Furnished,1
1637,2,20000,800,2,Super Area,Bangalore,Semi-Furnished,1
1638,1,8000,200,0,Super Area,Bangalore,Semi-Furnished,1
1639,1,11000,600,1,Carpet Area,Bangalore,Unfurnished,2
1640,3,40000,1840,5,Carpet Area,Bangalore,Semi-Furnished,2
1641,2,10000,800,2,Super Area,Bangalore,Semi-Furnished,2
1642,3,30000,1600,2,Carpet Area,Bangalore,Semi-Furnished,2
1643,2,8000,600,1,Super Area,Bangalore,Unfurnished,1
1644,2,15000,1100,3,Carpet Area,Bangalore,Unfurnished,2
1645,2,12000,950,1,Super Area,Bangalore,Semi-Furnished,2
1646,2,12000,905,3,Super Area,Bangalore,Semi-Furnished,2
1647,3,20000,1200,0,Carpet Area,Bangalore,Semi-Furnished,2
1648,3,13000,1000,1,Super Area,Bangalore,Semi-Furnished,1
1649,2,17500,1080,1,Super Area,Bangalore,Furnished,2
1650,1,8000,600,0,Super Area,Bangalore,Semi-Furnished,1
1651,2,8500,1000,0,Super Area,Bangalore,Semi-Furnished,2
1652,1,7500,600,1,Super Area,Bangalore,Semi-Furnished,1
1653,2,22000,1100,2,Super Area,Bangalore,Semi-Furnished,2
1654,1,6000,300,0,Super Area,Bangalore,Unfurnished,1
1655,2,32900,1200,3,Carpet Area,Bangalore,Furnished,1
1656,2,15000,800,1,Super Area,Bangalore,Furnished,1
1657,2,10000,535,3,Super Area,Bangalore,Unfurnished,1
1658,2,10000,800,1,Super Area,Bangalore,Unfurnished,2
1659,3,21000,1159,4,Super Area,Bangalore,Unfurnished,2
1660,4,63000,2650,16,Carpet Area,Bangalore,Unfurnished,5
1661,1,6900,50,0,Carpet Area,Bangalore,Semi-Furnished,1
1662,2,14000,700,2,Super Area,Bangalore,Unfurnished,1
1663,1,14500,550,4,Super Area,Bangalore,Semi-Furnished,1
1664,1,6500,700,2,Super Area,Bangalore,Semi-Furnished,1
1665,2,13000,600,1,Super Area,Bangalore,Unfurnished,2
1666,2,8000,600,1,Super Area,Bangalore,Semi-Furnished,1
1667,2,18000,1000,2,Super Area,Bangalore,Semi-Furnished,1
1668,2,20000,1100,2,Super Area,Bangalore,Semi-Furnished,3
1669,1,14000,750,3,Carpet Area,Bangalore,Semi-Furnished,1
1670,4,50000,2900,5,Super Area,Bangalore,Furnished,4
1671,2,14500,990,1,Super Area,Bangalore,Unfurnished,2
1672,2,15000,1300,0,Super Area,Bangalore,Furnished,2
1673,1,11500,550,2,Carpet Area,Bangalore,Semi-Furnished,1
1674,3,15000,1360,5,Super Area,Bangalore,Semi-Furnished,2
1675,2,12000,600,2,Carpet Area,Bangalore,Semi-Furnished,2
1676,2,18000,1200,0,Carpet Area,Bangalore,Semi-Furnished,2
1677,2,15000,1050,1,Super Area,Bangalore,Semi-Furnished,2
1678,2,12000,840,2,Super Area,Bangalore,Semi-Furnished,2
1679,2,25000,1050,1,Super Area,Bangalore,Semi-Furnished,2
1680,3,150000,3250,2,Carpet Area,Bangalore,Furnished,4
1681,1,10000,500,2,Super Area,Bangalore,Unfurnished,1
1682,2,8000,900,1,Super Area,Bangalore,Semi-Furnished,1
1683,2,40000,1300,2,Carpet Area,Bangalore,Semi-Furnished,2
1684,2,12000,600,2,Super Area,Bangalore,Unfurnished,1
1685,2,16000,900,3,Carpet Area,Bangalore,Semi-Furnished,1
1686,2,23000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1687,2,25000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1688,1,7000,600,2,Super Area,Bangalore,Unfurnished,1
1689,2,17500,1250,1,Carpet Area,Bangalore,Unfurnished,2
1690,1,10000,415,3,Carpet Area,Bangalore,Semi-Furnished,1
1691,3,39000,1200,1,Super Area,Bangalore,Furnished,3
1692,3,22000,1200,4,Carpet Area,Bangalore,Unfurnished,2
1693,2,18000,1000,2,Super Area,Bangalore,Semi-Furnished,2
1694,2,23000,1300,3,Super Area,Bangalore,Furnished,2
1695,2,20000,1150,2,Carpet Area,Bangalore,Unfurnished,2
1696,1,10000,450,3,Carpet Area,Bangalore,Semi-Furnished,1
1697,1,15000,600,5,Carpet Area,Bangalore,Semi-Furnished,1
1698,2,17000,1000,3,Super Area,Bangalore,Semi-Furnished,2
1699,3,56000,1900,6,Carpet Area,Bangalore,Unfurnished,3
1700,3,43000,1700,3,Carpet Area,Bangalore,Semi-Furnished,3
1701,2,25000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1702,1,9000,500,1,Carpet Area,Bangalore,Semi-Furnished,1
1703,3,31000,1757,9,Super Area,Bangalore,Semi-Furnished,3
1704,1,6000,300,0,Super Area,Bangalore,Semi-Furnished,1
1705,1,5000,500,2,Super Area,Bangalore,Semi-Furnished,1
1706,2,16000,1200,0,Super Area,Bangalore,Unfurnished,2
1707,1,20000,800,0,Carpet Area,Bangalore,Semi-Furnished,1
1708,3,28000,1281,2,Super Area,Bangalore,Semi-Furnished,3
1709,2,18000,1450,0,Carpet Area,Bangalore,Semi-Furnished,2
1710,1,12000,600,3,Super Area,Bangalore,Semi-Furnished,1
1711,2,20000,980,3,Super Area,Bangalore,Furnished,2
1712,3,25000,1500,1,Super Area,Bangalore,Semi-Furnished,3
1713,3,35000,1800,1,Super Area,Bangalore,Semi-Furnished,3
1714,1,7000,400,1,Super Area,Bangalore,Unfurnished,1
1715,1,7500,600,0,Carpet Area,Bangalore,Unfurnished,1
1716,2,14000,1100,0,Carpet Area,Bangalore,Semi-Furnished,2
1717,2,20000,1100,1,Carpet Area,Bangalore,Semi-Furnished,2
1718,4,380000,3500,2,Carpet Area,Bangalore,Semi-Furnished,5
1719,2,21000,1100,2,Carpet Area,Bangalore,Unfurnished,2
1720,2,15000,700,1,Super Area,Bangalore,Semi-Furnished,2
1721,1,5500,600,1,Carpet Area,Bangalore,Unfurnished,1
1722,2,10000,700,1,Super Area,Bangalore,Unfurnished,2
1723,1,7000,250,1,Super Area,Bangalore,Semi-Furnished,1
1724,2,11500,1200,2,Super Area,Bangalore,Semi-Furnished,1
1725,3,22000,1450,0,Super Area,Bangalore,Semi-Furnished,3
1726,2,19000,1221,2,Carpet Area,Bangalore,Unfurnished,2
1727,2,15000,1250,1,Super Area,Bangalore,Semi-Furnished,2
1728,2,10500,700,0,Carpet Area,Bangalore,Semi-Furnished,1
1729,2,12000,700,1,Carpet Area,Bangalore,Semi-Furnished,2
1730,1,7000,200,2,Super Area,Bangalore,Semi-Furnished,1
1731,2,15000,1200,0,Carpet Area,Bangalore,Semi-Furnished,2
1732,2,23000,600,3,Super Area,Bangalore,Semi-Furnished,2
1733,1,6500,600,3,Super Area,Bangalore,Semi-Furnished,1
1734,3,29000,1800,3,Carpet Area,Bangalore,Semi-Furnished,3
1735,2,12000,900,0,Carpet Area,Bangalore,Unfurnished,2
1736,2,10000,1000,2,Super Area,Bangalore,Semi-Furnished,2
1737,2,12500,500,1,Carpet Area,Bangalore,Semi-Furnished,2
1738,3,32000,1800,1,Super Area,Bangalore,Semi-Furnished,3
1739,1,8000,416,19,Super Area,Bangalore,Unfurnished,1
1740,2,10500,600,3,Super Area,Bangalore,Semi-Furnished,1
1741,1,6000,400,1,Super Area,Bangalore,Unfurnished,1
1742,3,16000,1200,2,Super Area,Bangalore,Semi-Furnished,2
1743,3,45000,1600,1,Carpet Area,Bangalore,Semi-Furnished,3
1744,1,6000,500,0,Super Area,Bangalore,Semi-Furnished,1
1745,1,5000,500,1,Super Area,Bangalore,Semi-Furnished,1
1746,3,14000,1800,5,Super Area,Bangalore,Semi-Furnished,3
1747,2,20000,900,0,Carpet Area,Bangalore,Furnished,2
1748,1,11000,550,3,Carpet Area,Bangalore,Semi-Furnished,1
1749,1,5500,600,1,Super Area,Bangalore,Unfurnished,1
1750,3,55000,1800,1,Carpet Area,Bangalore,Unfurnished,3
1751,2,15000,976,1,Super Area,Bangalore,Semi-Furnished,1
1752,1,8500,350,2,Super Area,Bangalore,Semi-Furnished,1
1753,2,15000,1100,0,Carpet Area,Bangalore,Semi-Furnished,2
1754,2,12000,500,2,Super Area,Bangalore,Unfurnished,1
1755,1,7500,600,3,Carpet Area,Bangalore,Semi-Furnished,1
1756,2,16000,1100,2,Super Area,Bangalore,Semi-Furnished,2
1757,2,20000,1150,2,Carpet Area,Bangalore,Furnished,2
1758,2,14500,850,0,Super Area,Bangalore,Semi-Furnished,2
1759,1,6000,600,2,Super Area,Bangalore,Semi-Furnished,1
1760,2,14000,900,4,Carpet Area,Bangalore,Semi-Furnished,2
1761,1,7000,300,0,Super Area,Bangalore,Semi-Furnished,1
1762,2,27500,1130,2,Super Area,Bangalore,Semi-Furnished,2
1763,2,18000,1200,0,Super Area,Bangalore,Unfurnished,2
1764,2,10000,1000,1,Super Area,Bangalore,Semi-Furnished,2
1765,3,31000,1700,6,Super Area,Bangalore,Furnished,3
1766,2,15000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1767,1,11000,300,0,Super Area,Bangalore,Semi-Furnished,1
1768,1,4500,600,0,Super Area,Bangalore,Unfurnished,1
1769,1,10000,1000,0,Super Area,Bangalore,Semi-Furnished,2
1770,2,10000,1200,1,Super Area,Bangalore,Unfurnished,2
1771,1,9000,500,0,Super Area,Bangalore,Semi-Furnished,1
1772,2,16000,1050,1,Super Area,Bangalore,Semi-Furnished,2
1773,1,5000,350,2,Carpet Area,Bangalore,Unfurnished,1
1774,2,10000,1000,1,Super Area,Bangalore,Semi-Furnished,2
1775,1,15000,600,3,Carpet Area,Bangalore,Semi-Furnished,1
1776,1,3500,150,2,Super Area,Bangalore,Unfurnished,1
1777,2,16000,1400,1,Super Area,Bangalore,Furnished,2
1778,2,17000,1387,0,Super Area,Bangalore,Semi-Furnished,3
1779,3,30000,1350,0,Super Area,Bangalore,Furnished,2
1780,2,12000,1020,1,Carpet Area,Bangalore,Unfurnished,2
1781,1,9000,600,2,Carpet Area,Bangalore,Semi-Furnished,1
1782,1,6000,400,3,Super Area,Bangalore,Semi-Furnished,1
1783,1,20000,550,2,Carpet Area,Bangalore,Semi-Furnished,1
1784,3,30000,1400,2,Carpet Area,Bangalore,Furnished,2
1785,2,20000,1050,5,Carpet Area,Bangalore,Semi-Furnished,2
1786,2,15000,800,1,Super Area,Bangalore,Unfurnished,2
1787,2,20000,1100,1,Super Area,Bangalore,Unfurnished,2
1788,3,25000,1500,0,Super Area,Bangalore,Semi-Furnished,2
1789,1,9000,800,2,Carpet Area,Bangalore,Semi-Furnished,1
1790,2,17000,800,0,Carpet Area,Bangalore,Semi-Furnished,1
1791,2,16500,1200,2,Super Area,Bangalore,Semi-Furnished,2
1792,1,7000,450,2,Super Area,Bangalore,Unfurnished,1
1793,3,30000,1425,0,Super Area,Bangalore,Semi-Furnished,2
1794,2,8500,720,1,Super Area,Bangalore,Semi-Furnished,2
1795,1,8000,700,2,Carpet Area,Bangalore,Semi-Furnished,1
1796,2,20000,1100,2,Super Area,Bangalore,Semi-Furnished,2
1797,3,30000,1645,6,Carpet Area,Bangalore,Semi-Furnished,3
1798,3,120000,3276,3,Super Area,Bangalore,Semi-Furnished,3
1799,1,7000,500,2,Super Area,Bangalore,Unfurnished,1
1800,2,10000,600,4,Super Area,Bangalore,Furnished,2
1801,1,5000,600,1,Super Area,Bangalore,Semi-Furnished,1
1802,3,30000,1893,0,Super Area,Bangalore,Semi-Furnished,4
1803,1,6500,450,1,Super Area,Bangalore,Unfurnished,1
1804,1,10000,650,4,Carpet Area,Bangalore,Semi-Furnished,1
1805,1,18000,400,0,Carpet Area,Bangalore,Unfurnished,1
1806,2,30000,1296,9,Carpet Area,Bangalore,Semi-Furnished,2
1807,2,20000,1000,4,Carpet Area,Bangalore,Semi-Furnished,2
1808,1,16500,600,4,Carpet Area,Bangalore,Unfurnished,1
1809,1,15000,600,3,Super Area,Bangalore,Furnished,1
1810,4,130000,4800,11,Carpet Area,Bangalore,Semi-Furnished,4
1811,2,15000,1000,0,Super Area,Bangalore,Semi-Furnished,1
1812,1,70000,800,1,Carpet Area,Bangalore,Unfurnished,1
1813,1,22000,455,2,Carpet Area,Bangalore,Semi-Furnished,1
1814,2,9750,575,0,Carpet Area,Bangalore,Semi-Furnished,2
1815,2,23000,1066,3,Super Area,Bangalore,Unfurnished,2
1816,2,12000,850,3,Super Area,Bangalore,Semi-Furnished,1
1817,3,60000,1550,2,Carpet Area,Bangalore,Semi-Furnished,3
1818,2,11000,1000,2,Super Area,Bangalore,Semi-Furnished,2
1819,2,12000,800,1,Super Area,Bangalore,Semi-Furnished,1
1820,1,11000,450,1,Carpet Area,Bangalore,Semi-Furnished,1
1821,2,19000,1350,1,Carpet Area,Bangalore,Semi-Furnished,2
1822,2,10000,1350,1,Super Area,Bangalore,Semi-Furnished,2
1823,1,7500,600,3,Super Area,Bangalore,Semi-Furnished,1
1824,3,55000,2150,3,Super Area,Bangalore,Semi-Furnished,3
1825,2,11000,1080,3,Super Area,Bangalore,Semi-Furnished,2
1826,3,50000,1450,3,Super Area,Bangalore,Semi-Furnished,3
1827,2,13500,700,2,Super Area,Bangalore,Unfurnished,2
1828,2,16500,1200,2,Super Area,Bangalore,Semi-Furnished,2
1829,3,120000,2110,3,Carpet Area,Bangalore,Unfurnished,3
1830,1,7000,500,2,Super Area,Bangalore,Semi-Furnished,1
1831,2,10000,850,2,Super Area,Bangalore,Semi-Furnished,1
1832,1,7000,400,2,Super Area,Bangalore,Unfurnished,1
1833,1,18000,800,0,Super Area,Bangalore,Furnished,1
1834,1,11000,600,2,Super Area,Bangalore,Semi-Furnished,1
1835,1,9000,450,2,Super Area,Bangalore,Unfurnished,1
1836,3,60000,2080,2,Carpet Area,Bangalore,Semi-Furnished,3
1837,3,3500000,2500,4,Carpet Area,Bangalore,Semi-Furnished,3
1838,2,12500,650,3,Super Area,Bangalore,Semi-Furnished,1
1839,2,16000,1100,2,Super Area,Bangalore,Semi-Furnished,2
1840,2,30000,1025,2,Carpet Area,Bangalore,Semi-Furnished,2
1841,2,17000,1100,1,Carpet Area,Bangalore,Semi-Furnished,2
1842,1,8000,350,2,Super Area,Bangalore,Unfurnished,1
1843,2,16500,1050,0,Super Area,Bangalore,Furnished,2
1844,2,13000,600,2,Super Area,Bangalore,Semi-Furnished,1
1845,2,12000,800,1,Super Area,Bangalore,Semi-Furnished,2
1846,2,17000,700,2,Super Area,Bangalore,Semi-Furnished,2
1847,3,15000,750,1,Super Area,Bangalore,Semi-Furnished,2
1848,3,35000,1600,20,Super Area,Bangalore,Semi-Furnished,3
1849,2,13000,1180,1,Carpet Area,Bangalore,Semi-Furnished,2
1850,2,12000,1400,2,Super Area,Bangalore,Semi-Furnished,2
1851,1,10000,750,2,Super Area,Bangalore,Semi-Furnished,1
1852,2,9000,580,0,Carpet Area,Bangalore,Semi-Furnished,1
1853,1,6000,350,0,Super Area,Bangalore,Unfurnished,1
1854,2,8900,1100,1,Super Area,Bangalore,Semi-Furnished,2
1855,3,40000,1900,3,Carpet Area,Bangalore,Unfurnished,3
1856,2,24000,1105,1,Carpet Area,Bangalore,Furnished,2
1857,2,18500,1080,3,Carpet Area,Bangalore,Furnished,2
1858,2,16000,1281,1,Super Area,Bangalore,Semi-Furnished,2
1859,1,8000,600,0,Super Area,Bangalore,Semi-Furnished,1
1860,2,15000,850,0,Super Area,Bangalore,Semi-Furnished,2
1861,2,27000,1200,2,Super Area,Bangalore,Semi-Furnished,2
1862,2,17000,900,4,Super Area,Bangalore,Furnished,2
1863,3,50000,1250,3,Carpet Area,Bangalore,Semi-Furnished,3
1864,2,14000,800,3,Carpet Area,Bangalore,Unfurnished,2
1865,1,5000,500,0,Super Area,Bangalore,Unfurnished,1
1866,2,8000,600,2,Super Area,Bangalore,Semi-Furnished,2
1867,3,20000,904,1,Super Area,Bangalore,Furnished,2
1868,2,15000,750,1,Super Area,Bangalore,Semi-Furnished,2
1869,3,20000,1252,3,Carpet Area,Bangalore,Semi-Furnished,2
1870,2,11000,1200,1,Super Area,Bangalore,Semi-Furnished,2
1871,2,8500,440,2,Super Area,Bangalore,Furnished,2
1872,3,22500,1600,2,Carpet Area,Bangalore,Semi-Furnished,3
1873,2,15000,1200,3,Super Area,Bangalore,Furnished,2
1874,2,11000,950,2,Carpet Area,Bangalore,Semi-Furnished,2
1875,2,11000,800,0,Super Area,Bangalore,Unfurnished,2
1876,2,9000,1000,1,Carpet Area,Bangalore,Semi-Furnished,1
1877,3,120000,2770,3,Super Area,Bangalore,Semi-Furnished,3
1878,2,15000,800,0,Super Area,Bangalore,Semi-Furnished,1
1879,1,7000,400,0,Super Area,Bangalore,Semi-Furnished,1
1880,1,5000,144,0,Super Area,Bangalore,Semi-Furnished,1
1881,1,18000,600,2,Super Area,Bangalore,Furnished,1
1882,3,45000,2200,2,Carpet Area,Bangalore,Semi-Furnished,3
1883,2,21000,1005,2,Carpet Area,Bangalore,Semi-Furnished,3
1884,2,10000,1200,0,Super Area,Bangalore,Semi-Furnished,2
1885,2,15000,1180,0,Super Area,Bangalore,Semi-Furnished,2
1886,2,11000,900,2,Super Area,Bangalore,Semi-Furnished,2
1887,1,7500,500,1,Carpet Area,Bangalore,Semi-Furnished,1
1888,3,22000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1889,2,17000,1100,1,Super Area,Bangalore,Semi-Furnished,2
1890,1,6000,400,3,Super Area,Bangalore,Semi-Furnished,1
1891,2,20000,1250,3,Super Area,Bangalore,Semi-Furnished,2
1892,2,18000,600,0,Super Area,Bangalore,Unfurnished,2
1893,2,13000,780,1,Carpet Area,Bangalore,Semi-Furnished,1
1894,2,38000,1274,9,Carpet Area,Bangalore,Semi-Furnished,2
1895,2,36000,1200,1,Carpet Area,Bangalore,Furnished,2
1896,1,7500,400,3,Super Area,Bangalore,Unfurnished,1
1897,1,9000,500,0,Super Area,Bangalore,Unfurnished,1
1898,3,18000,1100,11,Carpet Area,Bangalore,Semi-Furnished,3
1899,1,6500,700,1,Super Area,Bangalore,Unfurnished,1
1900,2,6000,600,2,Super Area,Bangalore,Semi-Furnished,1
1901,2,18000,1200,3,Carpet Area,Bangalore,Semi-Furnished,2
1902,2,12000,900,2,Super Area,Bangalore,Semi-Furnished,2
1903,3,75000,1850,6,Carpet Area,Bangalore,Semi-Furnished,3
1904,2,25000,900,0,Super Area,Bangalore,Unfurnished,2
1905,2,20000,1050,2,Super Area,Bangalore,Semi-Furnished,2
1906,2,8000,1200,2,Super Area,Bangalore,Semi-Furnished,2
1907,2,11000,600,2,Super Area,Bangalore,Unfurnished,2
1908,3,65000,1480,7,Carpet Area,Bangalore,Furnished,2
1909,1,6000,400,4,Super Area,Bangalore,Semi-Furnished,1
1910,4,160000,4500,4,Carpet Area,Bangalore,Unfurnished,4
1911,1,11000,600,0,Super Area,Bangalore,Semi-Furnished,1
1912,2,20000,1100,1,Super Area,Bangalore,Unfurnished,2
1913,1,5500,600,0,Super Area,Bangalore,Unfurnished,1
1914,3,12000,1100,6,Super Area,Bangalore,Semi-Furnished,3
1915,3,21500,1320,3,Super Area,Bangalore,Semi-Furnished,2
1916,2,9300,500,2,Super Area,Bangalore,Unfurnished,1
1917,1,6000,600,0,Super Area,Bangalore,Unfurnished,1
1918,2,13000,650,1,Super Area,Bangalore,Unfurnished,1
1919,1,7000,300,3,Carpet Area,Bangalore,Unfurnished,1
1920,2,14000,1000,1,Super Area,Bangalore,Unfurnished,2
1921,2,14000,1200,0,Super Area,Bangalore,Semi-Furnished,2
1922,1,6000,650,2,Super Area,Bangalore,Semi-Furnished,1
1923,1,12500,600,1,Super Area,Bangalore,Unfurnished,1
1924,1,7000,400,2,Carpet Area,Bangalore,Semi-Furnished,1
1925,2,13000,1000,2,Super Area,Bangalore,Furnished,2
1926,2,20000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
1927,2,24000,1300,2,Super Area,Bangalore,Unfurnished,2
1928,1,6000,600,3,Super Area,Bangalore,Unfurnished,1
1929,2,15000,800,1,Super Area,Bangalore,Semi-Furnished,2
1930,2,20000,1115,2,Super Area,Bangalore,Furnished,2
1931,2,17000,1060,1,Carpet Area,Bangalore,Unfurnished,2
1932,3,35000,1278,3,Super Area,Bangalore,Semi-Furnished,2
1933,3,22000,1500,2,Super Area,Bangalore,Semi-Furnished,3
1934,2,18000,1000,2,Carpet Area,Bangalore,Semi-Furnished,2
1935,4,120000,4105,11,Carpet Area,Bangalore,Semi-Furnished,4
1936,2,10000,800,0,Super Area,Bangalore,Semi-Furnished,2
1937,2,8000,500,1,Super Area,Bangalore,Semi-Furnished,1
1938,2,9500,700,0,Super Area,Bangalore,Semi-Furnished,1
1939,2,9000,1055,0,Carpet Area,Bangalore,Semi-Furnished,2
1940,3,31000,1325,1,Carpet Area,Bangalore,Semi-Furnished,2
1941,2,14000,950,2,Super Area,Bangalore,Unfurnished,2
1942,1,7000,450,0,Carpet Area,Bangalore,Semi-Furnished,1
1943,3,24000,1200,1,Super Area,Bangalore,Semi-Furnished,2
1944,1,8000,400,2,Carpet Area,Bangalore,Semi-Furnished,1
1945,1,22000,400,0,Super Area,Bangalore,Semi-Furnished,1
1946,2,12000,600,0,Super Area,Bangalore,Semi-Furnished,2
1947,1,5000,500,1,Super Area,Bangalore,Unfurnished,1
1948,1,6000,400,3,Super Area,Bangalore,Unfurnished,1
1949,2,30000,1100,2,Super Area,Bangalore,Furnished,2
1950,2,12000,650,2,Super Area,Bangalore,Semi-Furnished,2
1951,2,15000,600,2,Super Area,Bangalore,Semi-Furnished,2
1952,2,14000,800,1,Super Area,Bangalore,Furnished,2
1953,1,22000,460,3,Carpet Area,Bangalore,Semi-Furnished,1
1954,2,40000,1380,2,Carpet Area,Bangalore,Semi-Furnished,2
1955,1,12000,500,1,Super Area,Bangalore,Semi-Furnished,1
1956,2,15000,825,0,Super Area,Bangalore,Unfurnished,2
1957,2,9500,700,2,Super Area,Bangalore,Semi-Furnished,2
1958,2,15000,1110,1,Carpet Area,Bangalore,Unfurnished,2
1959,2,15000,800,2,Super Area,Bangalore,Semi-Furnished,2
1960,2,10000,810,0,Super Area,Bangalore,Semi-Furnished,1
1961,4,15000,1150,0,Super Area,Bangalore,Semi-Furnished,3
1962,1,7000,700,3,Super Area,Bangalore,Semi-Furnished,1
1963,1,10000,300,2,Super Area,Bangalore,Unfurnished,1
1964,3,26969,1400,4,Super Area,Bangalore,Semi-Furnished,3
1965,1,8000,450,2,Carpet Area,Bangalore,Unfurnished,1
1966,3,52000,1603,26,Carpet Area,Bangalore,Semi-Furnished,3
1967,3,30000,1500,1,Super Area,Bangalore,Semi-Furnished,2
1968,1,6500,200,4,Super Area,Bangalore,Semi-Furnished,1
1969,3,22000,1500,0,Super Area,Bangalore,Furnished,3
1970,1,10000,600,1,Super Area,Bangalore,Semi-Furnished,1
1971,1,6000,150,3,Super Area,Bangalore,Furnished,1
1972,2,13000,750,0,Super Area,Bangalore,Semi-Furnished,2
1973,2,18000,1300,0,Super Area,Bangalore,Semi-Furnished,2
1974,4,30000,1900,3,Super Area,Bangalore,Unfurnished,3
1975,2,10000,300,0,Carpet Area,Bangalore,Semi-Furnished,2
1976,1,15000,700,2,Super Area,Bangalore,Semi-Furnished,2
1977,2,70000,1325,12,Carpet Area,Bangalore,Semi-Furnished,2
1978,2,19000,894,3,Carpet Area,Bangalore,Unfurnished,2
1979,2,20000,1100,3,Super Area,Bangalore,Semi-Furnished,2
1980,2,9000,600,1,Super Area,Bangalore,Unfurnished,2
1981,1,5000,500,0,Super Area,Bangalore,Furnished,1
1982,2,27500,1000,4,Carpet Area,Bangalore,Furnished,2
1983,2,16000,850,0,Super Area,Bangalore,Semi-Furnished,2
1984,1,12000,400,3,Carpet Area,Bangalore,Semi-Furnished,1
1985,3,75000,2400,5,Carpet Area,Bangalore,Semi-Furnished,4
1986,2,20000,1200,0,Super Area,Bangalore,Semi-Furnished,2
1987,1,7000,500,1,Super Area,Bangalore,Unfurnished,1
1988,1,11000,550,0,Super Area,Bangalore,Semi-Furnished,1
1989,1,13500,450,0,Carpet Area,Bangalore,Semi-Furnished,1
1990,1,17000,430,4,Super Area,Bangalore,Semi-Furnished,1
1991,3,55000,2430,4,Super Area,Bangalore,Semi-Furnished,3
1992,1,13000,500,4,Super Area,Bangalore,Furnished,2
1993,2,11000,600,2,Super Area,Bangalore,Semi-Furnished,1
1994,2,16000,805,5,Carpet Area,Bangalore,Furnished,2
1995,2,23500,950,6,Super Area,Bangalore,Semi-Furnished,2
1996,2,8500,1000,1,Carpet Area,Bangalore,Unfurnished,2
1997,3,30000,1350,14,Super Area,Bangalore,Furnished,3
1998,3,22000,1500,2,Carpet Area,Bangalore,Furnished,2
1999,2,15000,1000,1,Carpet Area,Bangalore,Unfurnished,2
2000,3,15000,800,0,Super Area,Bangalore,Semi-Furnished,3
2001,2,10000,1000,0,Carpet Area,Bangalore,Unfurnished,1
2002,2,12500,800,2,Super Area,Bangalore,Furnished,2
2003,3,24000,1550,1,Carpet Area,Bangalore,Semi-Furnished,3
2004,2,32000,1000,1,Super Area,Bangalore,Unfurnished,2
2005,2,19000,800,1,Super Area,Bangalore,Unfurnished,2
2006,1,9000,700,0,Super Area,Bangalore,Furnished,1
2007,2,5500,500,7,Super Area,Bangalore,Furnished,2
2008,1,15000,500,2,Carpet Area,Bangalore,Semi-Furnished,1
2009,2,14000,900,1,Super Area,Bangalore,Semi-Furnished,2
2010,3,27000,1200,2,Super Area,Bangalore,Unfurnished,2
2011,2,14000,1000,1,Super Area,Bangalore,Semi-Furnished,2
2012,3,43000,1680,4,Carpet Area,Bangalore,Unfurnished,3
2013,2,30000,1100,2,Carpet Area,Bangalore,Semi-Furnished,2
2014,2,50000,1200,1,Carpet Area,Bangalore,Furnished,1
2015,1,15000,900,1,Carpet Area,Bangalore,Semi-Furnished,2
2016,3,25000,1600,3,Carpet Area,Bangalore,Semi-Furnished,3
2017,2,25500,1475,4,Carpet Area,Bangalore,Furnished,2
2018,1,6000,300,1,Super Area,Bangalore,Unfurnished,1
2019,1,5000,400,1,Super Area,Bangalore,Unfurnished,1
2020,1,10000,550,1,Super Area,Bangalore,Semi-Furnished,1
2021,1,15000,400,1,Super Area,Bangalore,Unfurnished,1
2022,1,5000,500,1,Super Area,Bangalore,Unfurnished,1
2023,3,17000,1200,2,Super Area,Bangalore,Unfurnished,3
2024,2,14000,1300,2,Super Area,Bangalore,Semi-Furnished,2
2025,3,35000,2100,1,Super Area,Bangalore,Furnished,3
